時間,開盤,最高,最低,收盤,成交量,收盤差,力道和,最大力道和,最小力道和,最大力道和差,最小力道和差,力道,ACTION,bot
2025-07-04 08:45,22739.0,22763.0,22737.0,22749.0,3270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-07-04 08:46,22746.0,22751.0,22732.0,22736.0,1088.0,-13.0,-14144.0,0.0,-14144.0,14144.0,0.0,-14144.0,,
2025-07-04 08:47,22736.0,22747.0,22730.0,22744.0,651.0,8.0,-8936.0,0.0,-14144.0,8936.0,5208.0,5208.0,,
2025-07-04 08:48,22744.0,22744.0,22723.0,22725.0,732.0,-19.0,-22844.0,0.0,-22844.0,22844.0,0.0,-13908.0,,
2025-07-04 08:49,22725.0,22725.0,22711.0,22719.0,819.0,-6.0,-27758.0,0.0,-27758.0,27758.0,0.0,-4914.0,,
2025-07-04 08:50,22721.0,22728.0,22714.0,22719.0,619.0,0.0,-27758.0,0.0,-27758.0,27758.0,0.0,0.0,,
2025-07-04 08:51,22719.0,22728.0,22717.0,22725.0,323.0,6.0,-25820.0,0.0,-27758.0,25820.0,1938.0,1938.0,,
2025-07-04 08:52,22723.0,22728.0,22716.0,22728.0,380.0,3.0,-24680.0,0.0,-27758.0,24680.0,3078.0,1140.0,,
2025-07-04 08:53,22730.0,22731.0,22723.0,22726.0,306.0,-2.0,-25292.0,0.0,-27758.0,25292.0,2466.0,-612.0,,
2025-07-04 08:54,22726.0,22741.0,22724.0,22727.0,578.0,1.0,-24714.0,0.0,-27758.0,24714.0,3044.0,578.0,,
2025-07-04 08:55,22729.0,22729.0,22720.0,22720.0,272.0,-7.0,-26618.0,0.0,-27758.0,26618.0,1140.0,-1904.0,,
2025-07-04 08:56,22720.0,22737.0,22718.0,22733.0,369.0,13.0,-21821.0,0.0,-27758.0,21821.0,5937.0,4797.0,,
2025-07-04 08:57,22733.0,22746.0,22731.0,22746.0,497.0,13.0,-15360.0,0.0,-27758.0,15360.0,12398.0,6461.0,,
2025-07-04 08:58,22746.0,22746.0,22725.0,22733.0,471.0,-13.0,-21483.0,0.0,-27758.0,21483.0,6275.0,-6123.0,,
2025-07-04 08:59,22733.0,22733.0,22721.0,22727.0,278.0,-6.0,-23151.0,0.0,-27758.0,23151.0,4607.0,-1668.0,,
2025-07-04 09:00,22720.0,22733.0,22707.0,22711.0,1573.0,-16.0,-48319.0,0.0,-48319.0,48319.0,0.0,-25168.0,,
2025-07-04 09:01,22711.0,22713.0,22700.0,22710.0,1369.0,-1.0,-49688.0,0.0,-49688.0,49688.0,0.0,-1369.0,,
2025-07-04 09:02,22710.0,22732.0,22710.0,22727.0,838.0,17.0,-35442.0,0.0,-49688.0,35442.0,14246.0,14246.0,,
2025-07-04 09:03,22727.0,22729.0,22711.0,22711.0,461.0,-16.0,-42818.0,0.0,-49688.0,42818.0,6870.0,-7376.0,,
2025-07-04 09:04,22711.0,22716.0,22701.0,22701.0,857.0,-10.0,-51388.0,0.0,-51388.0,51388.0,0.0,-8570.0,,
2025-07-04 09:05,22703.0,22718.0,22692.0,22698.0,1118.0,-3.0,-54742.0,0.0,-54742.0,54742.0,0.0,-3354.0,,
2025-07-04 09:06,22698.0,22707.0,22696.0,22698.0,544.0,0.0,-54742.0,0.0,-54742.0,54742.0,0.0,0.0,,
2025-07-04 09:07,22698.0,22699.0,22680.0,22690.0,1149.0,-8.0,-63934.0,0.0,-63934.0,63934.0,0.0,-9192.0,,
2025-07-04 09:08,22690.0,22716.0,22686.0,22714.0,849.0,24.0,-43558.0,0.0,-63934.0,43558.0,20376.0,20376.0,,
2025-07-04 09:09,22714.0,22715.0,22704.0,22707.0,478.0,-7.0,-46904.0,0.0,-63934.0,46904.0,17030.0,-3346.0,,
2025-07-04 09:10,22708.0,22722.0,22704.0,22713.0,672.0,6.0,-42872.0,0.0,-63934.0,42872.0,21062.0,4032.0,,
2025-07-04 09:11,22712.0,22712.0,22697.0,22707.0,487.0,-6.0,-45794.0,0.0,-63934.0,45794.0,18140.0,-2922.0,,
2025-07-04 09:12,22710.0,22715.0,22702.0,22709.0,227.0,2.0,-45340.0,0.0,-63934.0,45340.0,18594.0,454.0,,
2025-07-04 09:13,22709.0,22714.0,22691.0,22695.0,549.0,-14.0,-53026.0,0.0,-63934.0,53026.0,10908.0,-7686.0,,
2025-07-04 09:14,22694.0,22695.0,22683.0,22693.0,586.0,-2.0,-54198.0,0.0,-63934.0,54198.0,9736.0,-1172.0,,
2025-07-04 09:15,22692.0,22701.0,22692.0,22696.0,348.0,3.0,-53154.0,0.0,-63934.0,53154.0,10780.0,1044.0,,
2025-07-04 09:16,22696.0,22699.0,22679.0,22687.0,800.0,-9.0,-60354.0,0.0,-63934.0,60354.0,3580.0,-7200.0,,
2025-07-04 09:17,22687.0,22687.0,22668.0,22670.0,1073.0,-17.0,-78595.0,0.0,-78595.0,78595.0,0.0,-18241.0,,
