時間,開盤,最高,最低,收盤,成交量,收盤差,力道和,最大力道和,最小力道和,最大力道和差,最小力道和差,力道,ACTION,bot
2025-08-20 15:00,23662.0,23704.0,23662.0,23700.0,1682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-08-20 15:01,23702.0,23702.0,23690.0,23693.0,566.0,-7.0,-3962.0,0.0,-3962.0,3962.0,0.0,-3962.0,,
2025-08-20 15:02,23693.0,23696.0,23685.0,23696.0,384.0,3.0,-2810.0,0.0,-3962.0,2810.0,1152.0,1152.0,,
2025-08-20 15:03,23696.0,23702.0,23693.0,23700.0,395.0,4.0,-1230.0,0.0,-3962.0,1230.0,2732.0,1580.0,,
2025-08-20 15:04,23701.0,23701.0,23695.0,23697.0,239.0,-3.0,-1947.0,0.0,-3962.0,1947.0,2015.0,-717.0,,
2025-08-20 15:05,23697.0,23699.0,23690.0,23690.0,231.0,-7.0,-3564.0,0.0,-3962.0,3564.0,398.0,-1617.0,,
2025-08-20 15:06,23692.0,23710.0,23690.0,23710.0,399.0,20.0,4416.0,4416.0,-3962.0,0.0,8378.0,7980.0,,
2025-08-20 15:07,23711.0,23713.0,23706.0,23712.0,323.0,2.0,5062.0,5062.0,-3962.0,0.0,9024.0,646.0,,
2025-08-20 15:08,23712.0,23714.0,23703.0,23708.0,231.0,-4.0,4138.0,5062.0,-3962.0,924.0,8100.0,-924.0,,
2025-08-20 15:09,23708.0,23714.0,23707.0,23712.0,156.0,4.0,4762.0,5062.0,-3962.0,300.0,8724.0,624.0,,
2025-08-20 15:10,23713.0,23717.0,23710.0,23713.0,228.0,1.0,4990.0,5062.0,-3962.0,72.0,8952.0,228.0,,
2025-08-20 15:11,23713.0,23718.0,23711.0,23717.0,140.0,4.0,5550.0,5550.0,-3962.0,0.0,9512.0,560.0,,
2025-08-20 15:12,23715.0,23716.0,23711.0,23712.0,166.0,-5.0,4720.0,5550.0,-3962.0,830.0,8682.0,-830.0,,
2025-08-20 15:13,23712.0,23714.0,23707.0,23709.0,156.0,-3.0,4252.0,5550.0,-3962.0,1298.0,8214.0,-468.0,,
2025-08-20 15:14,23709.0,23715.0,23709.0,23711.0,166.0,2.0,4584.0,5550.0,-3962.0,966.0,8546.0,332.0,,
2025-08-20 15:15,23711.0,23714.0,23708.0,23709.0,165.0,-2.0,4254.0,5550.0,-3962.0,1296.0,8216.0,-330.0,,
2025-08-20 15:16,23709.0,23713.0,23709.0,23712.0,144.0,3.0,4686.0,5550.0,-3962.0,864.0,8648.0,432.0,,
2025-08-20 15:17,23712.0,23712.0,23709.0,23711.0,58.0,-1.0,4628.0,5550.0,-3962.0,922.0,8590.0,-58.0,,
2025-08-20 15:18,23712.0,23714.0,23710.0,23714.0,87.0,3.0,4889.0,5550.0,-3962.0,661.0,8851.0,261.0,,
2025-08-20 15:19,23713.0,23718.0,23712.0,23717.0,167.0,3.0,5390.0,5550.0,-3962.0,160.0,9352.0,501.0,,
2025-08-20 15:20,23717.0,23724.0,23716.0,23720.0,248.0,3.0,6134.0,6134.0,-3962.0,0.0,10096.0,744.0,,
2025-08-20 15:21,23720.0,23722.0,23717.0,23720.0,103.0,0.0,6134.0,6134.0,-3962.0,0.0,10096.0,0.0,,
2025-08-20 15:22,23720.0,23722.0,23716.0,23716.0,100.0,-4.0,5734.0,6134.0,-3962.0,400.0,9696.0,-400.0,,
2025-08-20 15:23,23716.0,23720.0,23715.0,23720.0,98.0,4.0,6126.0,6134.0,-3962.0,8.0,10088.0,392.0,,
2025-08-20 15:24,23720.0,23721.0,23718.0,23721.0,76.0,1.0,6202.0,6202.0,-3962.0,0.0,10164.0,76.0,,
2025-08-20 15:25,23721.0,23725.0,23721.0,23723.0,137.0,2.0,6476.0,6476.0,-3962.0,0.0,10438.0,274.0,,
2025-08-20 15:26,23725.0,23727.0,23723.0,23727.0,145.0,4.0,7056.0,7056.0,-3962.0,0.0,11018.0,580.0,,
2025-08-20 15:27,23726.0,23729.0,23724.0,23725.0,176.0,-2.0,6704.0,7056.0,-3962.0,352.0,10666.0,-352.0,,
2025-08-20 15:28,23725.0,23728.0,23725.0,23728.0,80.0,3.0,6944.0,7056.0,-3962.0,112.0,10906.0,240.0,,
2025-08-20 15:29,23728.0,23728.0,23722.0,23722.0,129.0,-6.0,6170.0,7056.0,-3962.0,886.0,10132.0,-774.0,,
2025-08-20 15:30,23722.0,23723.0,23713.0,23714.0,259.0,-8.0,4098.0,7056.0,-3962.0,2958.0,8060.0,-2072.0,,
2025-08-20 15:31,23714.0,23714.0,23710.0,23710.0,121.0,-4.0,3614.0,7056.0,-3962.0,3442.0,7576.0,-484.0,,
2025-08-20 15:32,23710.0,23710.0,23703.0,23705.0,201.0,-5.0,2609.0,7056.0,-3962.0,4447.0,6571.0,-1005.0,,
2025-08-20 15:33,23705.0,23706.0,23698.0,23698.0,257.0,-7.0,810.0,7056.0,-3962.0,6246.0,4772.0,-1799.0,,
2025-08-20 15:34,23698.0,23704.0,23696.0,23702.0,202.0,4.0,1618.0,7056.0,-3962.0,5438.0,5580.0,808.0,,
2025-08-20 15:35,23702.0,23702.0,23695.0,23699.0,121.0,-3.0,1255.0,7056.0,-3962.0,5801.0,5217.0,-363.0,,
2025-08-20 15:36,23699.0,23703.0,23698.0,23703.0,112.0,4.0,1703.0,7056.0,-3962.0,5353.0,5665.0,448.0,,
2025-08-20 15:37,23703.0,23708.0,23703.0,23707.0,97.0,4.0,2091.0,7056.0,-3962.0,4965.0,6053.0,388.0,,
2025-08-20 15:38,23708.0,23715.0,23703.0,23713.0,178.0,6.0,3159.0,7056.0,-3962.0,3897.0,7121.0,1068.0,,
2025-08-20 15:39,23713.0,23716.0,23712.0,23714.0,53.0,1.0,3212.0,7056.0,-3962.0,3844.0,7174.0,53.0,,
2025-08-20 15:40,23714.0,23718.0,23713.0,23715.0,100.0,1.0,3312.0,7056.0,-3962.0,3744.0,7274.0,100.0,,
2025-08-20 15:41,23715.0,23715.0,23710.0,23710.0,101.0,-5.0,2807.0,7056.0,-3962.0,4249.0,6769.0,-505.0,,
2025-08-20 15:42,23709.0,23711.0,23705.0,23705.0,88.0,-5.0,2367.0,7056.0,-3962.0,4689.0,6329.0,-440.0,,
2025-08-20 15:43,23705.0,23710.0,23705.0,23709.0,38.0,4.0,2519.0,7056.0,-3962.0,4537.0,6481.0,152.0,,
2025-08-20 15:44,23709.0,23709.0,23707.0,23709.0,43.0,0.0,2519.0,7056.0,-3962.0,4537.0,6481.0,0.0,,
2025-08-20 15:45,23708.0,23710.0,23707.0,23710.0,82.0,1.0,2601.0,7056.0,-3962.0,4455.0,6563.0,82.0,,
2025-08-20 15:46,23710.0,23710.0,23707.0,23708.0,38.0,-2.0,2525.0,7056.0,-3962.0,4531.0,6487.0,-76.0,,
2025-08-20 15:47,23708.0,23708.0,23702.0,23706.0,76.0,-2.0,2373.0,7056.0,-3962.0,4683.0,6335.0,-152.0,,
2025-08-20 15:48,23706.0,23708.0,23699.0,23708.0,195.0,2.0,2763.0,7056.0,-3962.0,4293.0,6725.0,390.0,,
2025-08-20 15:49,23708.0,23710.0,23707.0,23709.0,39.0,1.0,2802.0,7056.0,-3962.0,4254.0,6764.0,39.0,,
2025-08-20 15:50,23709.0,23709.0,23706.0,23708.0,33.0,-1.0,2769.0,7056.0,-3962.0,4287.0,6731.0,-33.0,,
2025-08-20 15:51,23708.0,23710.0,23706.0,23708.0,30.0,0.0,2769.0,7056.0,-3962.0,4287.0,6731.0,0.0,,
2025-08-20 15:52,23708.0,23709.0,23706.0,23708.0,34.0,0.0,2769.0,7056.0,-3962.0,4287.0,6731.0,0.0,,
2025-08-20 15:53,23708.0,23708.0,23707.0,23707.0,30.0,-1.0,2739.0,7056.0,-3962.0,4317.0,6701.0,-30.0,,
2025-08-20 15:54,23707.0,23708.0,23706.0,23708.0,26.0,1.0,2765.0,7056.0,-3962.0,4291.0,6727.0,26.0,,
2025-08-20 15:55,23708.0,23709.0,23707.0,23708.0,17.0,0.0,2765.0,7056.0,-3962.0,4291.0,6727.0,0.0,,
2025-08-20 15:56,23708.0,23711.0,23708.0,23711.0,67.0,3.0,2966.0,7056.0,-3962.0,4090.0,6928.0,201.0,,
2025-08-20 15:57,23711.0,23712.0,23708.0,23709.0,53.0,-2.0,2860.0,7056.0,-3962.0,4196.0,6822.0,-106.0,,
2025-08-20 15:58,23709.0,23710.0,23708.0,23708.0,16.0,-1.0,2844.0,7056.0,-3962.0,4212.0,6806.0,-16.0,,
2025-08-20 15:59,23708.0,23710.0,23707.0,23707.0,121.0,-1.0,2723.0,7056.0,-3962.0,4333.0,6685.0,-121.0,,
2025-08-20 16:00,23707.0,23715.0,23707.0,23715.0,116.0,8.0,3651.0,7056.0,-3962.0,3405.0,7613.0,928.0,,
2025-08-20 16:01,23715.0,23718.0,23713.0,23714.0,80.0,-1.0,7533.0,7533.0,-3564.0,0.0,11097.0,-80.0,,
2025-08-20 16:02,23714.0,23716.0,23710.0,23711.0,56.0,-3.0,6213.0,7533.0,-3564.0,1320.0,9777.0,-168.0,,
2025-08-20 16:03,23711.0,23716.0,23710.0,23716.0,42.0,5.0,4843.0,7533.0,-3564.0,2690.0,8407.0,210.0,,
2025-08-20 16:04,23716.0,23719.0,23716.0,23718.0,87.0,2.0,5734.0,7533.0,-3564.0,1799.0,9298.0,174.0,,
2025-08-20 16:05,23719.0,23719.0,23717.0,23718.0,37.0,0.0,7351.0,7533.0,810.0,182.0,6541.0,0.0,,
2025-08-20 16:06,23718.0,23718.0,23710.0,23714.0,83.0,-4.0,-961.0,7533.0,-961.0,8494.0,0.0,-332.0,,
2025-08-20 16:07,23714.0,23714.0,23710.0,23711.0,26.0,-3.0,-1685.0,7533.0,-1685.0,9218.0,0.0,-78.0,,
2025-08-20 16:08,23711.0,23712.0,23703.0,23703.0,154.0,-8.0,-1993.0,7533.0,-1993.0,9526.0,0.0,-1232.0,,
2025-08-20 16:09,23703.0,23703.0,23694.0,23694.0,250.0,-9.0,-4867.0,7533.0,-4867.0,12400.0,0.0,-2250.0,,
2025-08-20 16:10,23694.0,23701.0,23693.0,23700.0,174.0,6.0,-4051.0,7533.0,-4867.0,11584.0,816.0,1044.0,,
2025-08-20 16:11,23700.0,23705.0,23699.0,23701.0,107.0,1.0,-4504.0,7533.0,-4867.0,12037.0,363.0,107.0,,
2025-08-20 16:12,23701.0,23705.0,23696.0,23696.0,117.0,-5.0,-4259.0,7533.0,-4867.0,11792.0,608.0,-585.0,,
2025-08-20 16:13,23696.0,23698.0,23687.0,23688.0,207.0,-8.0,-5447.0,7533.0,-5447.0,12980.0,0.0,-1656.0,,
2025-08-20 16:14,23688.0,23695.0,23686.0,23694.0,181.0,6.0,-4693.0,7533.0,-5447.0,12226.0,754.0,1086.0,,
2025-08-20 16:15,23694.0,23694.0,23688.0,23689.0,62.0,-5.0,-4673.0,7533.0,-5447.0,12206.0,774.0,-310.0,,
2025-08-20 16:16,23689.0,23697.0,23689.0,23695.0,90.0,6.0,-4565.0,7533.0,-5447.0,12098.0,882.0,540.0,,
2025-08-20 16:17,23695.0,23699.0,23695.0,23697.0,52.0,2.0,-4403.0,7533.0,-5447.0,11936.0,1044.0,104.0,,
2025-08-20 16:18,23697.0,23699.0,23696.0,23699.0,35.0,2.0,-4594.0,7533.0,-5447.0,12127.0,853.0,70.0,,
2025-08-20 16:19,23699.0,23701.0,23699.0,23701.0,45.0,2.0,-5005.0,7533.0,-5447.0,12538.0,442.0,90.0,,
2025-08-20 16:20,23701.0,23702.0,23700.0,23700.0,70.0,-1.0,-5819.0,7533.0,-5819.0,13352.0,0.0,-70.0,,
2025-08-20 16:21,23700.0,23702.0,23699.0,23699.0,46.0,-1.0,-5865.0,7533.0,-5865.0,13398.0,0.0,-46.0,,
2025-08-20 16:22,23699.0,23703.0,23698.0,23703.0,64.0,4.0,-5209.0,7533.0,-5865.0,12742.0,656.0,256.0,,
2025-08-20 16:23,23702.0,23704.0,23694.0,23694.0,57.0,-9.0,-6114.0,7533.0,-6114.0,13647.0,0.0,-513.0,,
2025-08-20 16:24,23694.0,23694.0,23691.0,23692.0,63.0,-2.0,-6316.0,7533.0,-6316.0,13849.0,0.0,-126.0,,
2025-08-20 16:25,23692.0,23695.0,23691.0,23694.0,68.0,2.0,-6454.0,7533.0,-6454.0,13987.0,0.0,136.0,,
2025-08-20 16:26,23694.0,23695.0,23690.0,23695.0,58.0,1.0,-6976.0,7533.0,-6976.0,14509.0,0.0,58.0,,
2025-08-20 16:27,23695.0,23695.0,23691.0,23692.0,35.0,-3.0,-6729.0,7533.0,-6976.0,14262.0,247.0,-105.0,,
2025-08-20 16:28,23692.0,23693.0,23690.0,23693.0,77.0,1.0,-6892.0,7533.0,-6976.0,14425.0,84.0,77.0,,
2025-08-20 16:29,23693.0,23694.0,23691.0,23693.0,41.0,0.0,-6118.0,7533.0,-6976.0,13651.0,858.0,0.0,,
2025-08-20 16:30,23693.0,23693.0,23678.0,23678.0,366.0,-15.0,-9536.0,7533.0,-9536.0,17069.0,0.0,-5490.0,,
2025-08-20 16:31,23678.0,23683.0,23676.0,23680.0,185.0,2.0,-8682.0,7533.0,-9536.0,16215.0,854.0,370.0,,
2025-08-20 16:32,23680.0,23697.0,23680.0,23695.0,165.0,15.0,-5202.0,7533.0,-9536.0,12735.0,4334.0,2475.0,,
2025-08-20 16:33,23696.0,23698.0,23692.0,23697.0,125.0,2.0,-3153.0,7533.0,-9536.0,10686.0,6383.0,250.0,,
2025-08-20 16:34,23697.0,23698.0,23693.0,23695.0,58.0,-2.0,-4077.0,7533.0,-9536.0,11610.0,5459.0,-116.0,,
2025-08-20 16:35,23695.0,23698.0,23694.0,23696.0,52.0,1.0,-3662.0,7533.0,-9536.0,11195.0,5874.0,52.0,,
2025-08-20 16:36,23696.0,23704.0,23696.0,23704.0,159.0,8.0,-2838.0,7533.0,-9536.0,10371.0,6698.0,1272.0,,
2025-08-20 16:37,23704.0,23709.0,23704.0,23708.0,126.0,4.0,-2722.0,7533.0,-9536.0,10255.0,6814.0,504.0,,
2025-08-20 16:38,23709.0,23710.0,23706.0,23709.0,107.0,1.0,-3683.0,7533.0,-9536.0,11216.0,5853.0,107.0,,
2025-08-20 16:39,23708.0,23710.0,23707.0,23709.0,77.0,0.0,-3736.0,7533.0,-9536.0,11269.0,5800.0,0.0,,
2025-08-20 16:40,23709.0,23713.0,23709.0,23712.0,131.0,3.0,-3443.0,7533.0,-9536.0,10976.0,6093.0,393.0,,
