時間,開盤,最高,最低,收盤,成交量,收盤差,力道和,最大力道和,最小力道和,最大力道和差,最小力道和差,力道,ACTION,bot
2025-07-18 16:02,23265.0,23267.0,23261.0,23261.0,26.0,-4.0,-1851.0,1368.0,-1851.0,3219.0,0.0,-104.0,空,bot0
2025-07-18 16:11,23272.0,23276.0,23272.0,23276.0,46.0,4.0,-1664.0,62.0,-2374.0,1726.0,710.0,184.0,沖,bot0
2025-07-18 21:29,23301.0,23301.0,23294.0,23301.0,120.0,-1.0,10161.0,18886.0,-262.0,8725.0,10423.0,-120.0,多,bot0
2025-07-18 21:30,23305.0,23307.0,23291.0,23291.0,178.0,-15.0,8373.0,18886.0,-255.0,10513.0,8628.0,-2670.0,沖,bot0
2025-07-18 21:31,23296.0,23299.0,23291.0,23299.0,78.0,3.0,6313.0,18886.0,-255.0,12573.0,6568.0,234.0,多,bot5
2025-07-18 21:31,23296.0,23299.0,23291.0,23299.0,78.0,3.0,6313.0,18886.0,-255.0,12573.0,6568.0,234.0,多,bot6
2025-07-18 21:31,23296.0,23299.0,23291.0,23299.0,78.0,3.0,6313.0,18886.0,-255.0,12573.0,6568.0,234.0,多,bot7
2025-07-18 21:31,23296.0,23299.0,23291.0,23299.0,78.0,3.0,6313.0,18886.0,-255.0,12573.0,6568.0,234.0,多,bot8
2025-07-18 21:31,23296.0,23309.0,23291.0,23298.0,372.0,2.0,6823.0,18886.0,-255.0,12063.0,7078.0,744.0,沖,bot6
2025-07-18 21:31,23296.0,23309.0,23291.0,23298.0,372.0,2.0,6823.0,18886.0,-255.0,12063.0,7078.0,744.0,沖,bot8
2025-07-18 21:31,23296.0,23309.0,23291.0,23296.0,382.0,0.0,6079.0,18886.0,-255.0,12807.0,6334.0,0.0,沖,bot5
2025-07-18 21:31,23296.0,23309.0,23290.0,23290.0,390.0,-6.0,3739.0,18886.0,-255.0,15147.0,3994.0,-2340.0,沖,bot7
2025-07-18 21:34,23289.0,23292.0,23286.0,23292.0,39.0,1.0,4976.0,18886.0,-255.0,13910.0,5231.0,39.0,多,bot0
2025-07-18 21:37,23285.0,23287.0,23274.0,23274.0,196.0,-12.0,1885.0,18886.0,-167.0,17001.0,2052.0,-2352.0,沖,bot0
2025-07-18 21:43,23273.0,23273.0,23267.0,23267.0,46.0,-6.0,-6156.0,18886.0,-8069.0,25042.0,1913.0,-276.0,空,bot0
